dataset,Metric,test metric,mlflow_run_name,mlflow_run_id,mlflow_run_status,Seed,experiment_id,experiment_name,index,batch_size,lr,decoder,backbone,early_stop_patience,n_trials,partition_name,data_percentages,batch_size_selection,weight_decay,partition name,frozen_or_full_ft
pastis,Multiclass_Jaccard_Index,0.2351541370153427,pastis_2007,817b79c45b194206af604a5db1ea39ac,FINISHED,2007,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,32,0.0005731461122261,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2349413782358169,pastis_205,850c0dc9a1f246968fb1176d626476e5,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,32,0.0005731461122261,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2439539134502411,pastis_913,a36e99ad7ae64ab6ba5583c35b6172b7,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,32,0.0005731461122261,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2325620055198669,pastis_2254,abaeac502e864b549deecfe3464b66d7,FINISHED,2254,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,32,0.0005731461122261,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6778486371040344,benv2_2254,3bfa299f2e214655bb14e952c00c8ee2,FINISHED,2254,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0003518940153275,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6793255805969238,benv2_1829,4492c3e5c4d449caa1b16e308fd7514b,FINISHED,1829,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0003518940153275,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6772428750991821,benv2_2007,87a4d93ec8f440e4b6fa48129cac6631,FINISHED,2007,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0003518940153275,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6847552061080933,benv2_913,d2d7787bb96e4efe93418b3518740e86,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0003518940153275,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6806116104125977,benv2_205,ff7734405c584558be17f122663aaf44,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0003518940153275,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.6573363542556763,kuro_siwo_913,0c3bcf7ae5cf47e6935498410c0c4e34,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,0.0008824418054996,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.646019697189331,kuro_siwo_1829,259a5b83a9114769ba0f945230dd77f5,FINISHED,1829,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,0.0008824418054996,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.6576801538467407,kuro_siwo_2007,67fdfce1725441bd953786a783017da5,FINISHED,2007,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,0.0008824418054996,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.6432220935821533,kuro_siwo_2254,c014bb6c333a42daafe36d00a8b6aa1e,FINISHED,2254,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,0.0008824418054996,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.6548854112625122,kuro_siwo_205,cdce7063c4e64d38a865bf4a6173a3c7,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,0.0008824418054996,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5951197743415833,spacenet7_913,2cbd63ca432d42088c52b610d3d3dfb4,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009771828061758,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5901190638542175,spacenet7_2254,42e749e515ca40259242ea5803beeb46,FINISHED,2254,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009771828061758,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5953773856163025,spacenet7_205,4d9b6885dbf24e469d4f7a58ce43a46e,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009771828061758,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.6002990007400513,spacenet7_2007,e1440f6a45a74c768fa5213c376bd67b,FINISHED,2007,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009771828061758,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.6057215929031372,spacenet7_1829,e29e2a720c4742498da8de18ae9c6161,FINISHED,1829,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009771828061758,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4929285645484924,flair2_913,0f8995f783ff4a709282ab0746fd8af7,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0001504087625003,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.5028541088104248,flair2_205,3887ebf357bd4bb083c44fedb89a8714,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0001504087625003,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.5055671334266663,flair2_2007,812abf7d7ad3499aaf753c0886a23fb4,FINISHED,2007,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0001504087625003,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.5056467652320862,flair2_1829,9a02611c62ba41189455e4d4b381e81e,FINISHED,1829,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0001504087625003,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4848212003707886,flair2_2254,ec6cc7a2e25d4d0e9df2eb92076df84b,FINISHED,2254,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0001504087625003,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.9491082029084628,biomassters_3290,063ec98bf6be416b81746336680b08a3,FINISHED,3290,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009877792652108,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.950137204284832,biomassters_913,47e4ece8a1584e50b8cdd533ae000dd0,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009877792652108,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.9487989881650468,biomassters_205,53316bc9d21b405a8bfd58adf278f02b,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009877792652108,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.9497507605469404,biomassters_1562,592f5f1758aa47338ad7554530541dc7,FINISHED,1562,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009877792652108,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.949755775269367,biomassters_3071,8f68d168a7e24a0297cdc033974259bd,FINISHED,3071,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,16,0.0009877792652108,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.5882353186607361,so2sat_2007,01427b26c6f64fe6bd4c4d0d002c0627,FINISHED,2007,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,1.3196797284515952e-05,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.5791075229644775,so2sat_205,1d79535075494731b3eb2e66a1daa557,FINISHED,205,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,1.3196797284515952e-05,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.5993914604187012,so2sat_2254,93d994972251405fbb545196d44a2b47,FINISHED,2254,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,1.3196797284515952e-05,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.592292070388794,so2sat_913,c21550a6c4034654a9860d4190470972,FINISHED,913,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,1.3196797284515952e-05,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.5963488817214966,so2sat_1829,fbac026641904dc78df8ac402948ebaf,FINISHED,1829,452108938891339886,final_ablation_frozen_dinov3_convnext_large,0,8,1.3196797284515952e-05,UNet,dinov3_convnext_large,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.4863483309745788,treesatai_1829,1d5a5ccc445b4332bd45197a33160760,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0005947040572178,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.4886029958724975,treesatai_2007,23e497ddebc64773891ec72597549b9b,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0005947040572178,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.5045313239097595,treesatai_205,27a8bb1fcfbd412c895073b6dc1e5841,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0005947040572178,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.4825841188430786,treesatai_913,3c07b5efea4044a8802e955eae4850f6,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0005947040572178,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.4762618541717529,treesatai_2254,a89a546f4c664269bd9301c71aff65aa,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0005947040572178,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.6322733759880066,cloudsen12_1829,0e135d06739a4e19be74e3754fbaa036,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0002808336960246,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.6386538147926331,cloudsen12_2007,656a69ee7567416d92fbe2f4786ebbdb,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0002808336960246,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.6349714398384094,cloudsen12_913,69f3c6f260e24666a6ea42981fcbd220,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0002808336960246,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.6388965845108032,cloudsen12_2254,d70b6d23209d40b5b2bf74a1bf5ad8a9,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0002808336960246,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.6318920850753784,cloudsen12_205,e9725782c8e84e5ea53455521e137015,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0002808336960246,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.3080691397190094,dynamic_earthnet_913,191780afd462447bb312d3041cb5f943,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005870595505028,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2206410467624664,dynamic_earthnet_2254,46eb5f8db6914c9da6cccdaff1445340,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005870595505028,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2389219105243683,dynamic_earthnet_205,4c7aae458dd24f6d8360a52fed19bee7,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005870595505028,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2468271553516388,dynamic_earthnet_2007,82f12bd229404125bf1d6946878a6e13,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005870595505028,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2226170599460601,dynamic_earthnet_1829,90adf57cad814625bdab05c71c0a7c2b,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005870595505028,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5246726870536804,forestnet_205,398e7bb88d1147cfa0f6843a1448fc9a,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005804161196051,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5327290892601013,forestnet_2254,9774c650d03c4d9598a4168b61284ca7,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005804161196051,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5176233649253845,forestnet_1829,a24bab4079a34e748960b299646f18bf,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005804161196051,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5357502698898315,forestnet_2007,ad1450a5de044591b47ecf4d492a9507,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005804161196051,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5307149887084961,forestnet_913,b2e35349248d440daf1d935233158a90,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0005804161196051,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8235121965408325,spacenet2_205,66adaa8bb11f4e06a6b69e64a8b78e3e,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0007748942458013,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8246999979019165,spacenet2_2007,6cf0777074e44a42aae1413b0dd8422f,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0007748942458013,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8287690877914429,spacenet2_2254,94fc139dec0247b6943914e667f592dc,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0007748942458013,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8290425539016724,spacenet2_913,97323102ac674c1996251e289def3c04,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0007748942458013,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8308106660842896,spacenet2_1829,df289ded69ae4a26ba248d14fd918ceb,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0007748942458013,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5546507239341736,fotw_913,19d903283b334f1d8010eb64498d32a2,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0009900009881581,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.547610878944397,fotw_2007,3b653eafcaa348aeb73591eee67711e1,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0009900009881581,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5519770383834839,fotw_2254,8161e853d6c247259f5e1f9cce61acd6,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0009900009881581,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.549099326133728,fotw_205,c1cc4805918441a0946613927b005d0b,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0009900009881581,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5488851070404053,fotw_1829,d5c522ff78d14109958dfd256f630023,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,0.0009900009881581,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.5659803152084351,caffe_2007,07e3689682014501a21a809d6e4e8858,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,4.687475630920728e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.5694786310195923,caffe_1829,19b20fbd2174455c95d0c3ab3f8d0b0b,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,4.687475630920728e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.553516685962677,caffe_913,78595190b02749d29f7fa78fc96c93b2,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,4.687475630920728e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.5359389781951904,caffe_2254,b796aa47b6c646298379ad2436c72155,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,4.687475630920728e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.546532392501831,caffe_205,eef906b0beea4d768e96c6725b6f083d,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,8,4.687475630920728e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.8643731474876404,burn_scars_913,1ef2f0faa86147eb8e48bc9f850f03f5,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,0.0001337203620566,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.8690414428710938,burn_scars_205,272cda264a974b10868bef2779990d5b,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,0.0001337203620566,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.866650402545929,burn_scars_2007,67dfc4a5816b404880fc36c34d58f969,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,0.0001337203620566,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.8746191263198853,burn_scars_2254,bebbc8dd7942499ab95a0d7e85a1c97d,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,0.0001337203620566,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.8721270561218262,burn_scars_1829,c7c13ded758748fb95613dd1aca4c3fa,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,0.0001337203620566,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2730181217193603,pastis_205,4b0ed89c89b74beeae55f53d44bdf4fd,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,8.414777105802313e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2749709784984588,pastis_1829,545e30959ab6420aa6132fd18822b77f,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,8.414777105802313e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2769500613212585,pastis_2007,b9dc16f459f840e1b280530d8f31adcb,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,8.414777105802313e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.276020884513855,pastis_2254,e67638d794b04be98e1c62f0740fd70d,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,8.414777105802313e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2716532945632934,pastis_913,f9af92c75104417dbbde9f6d572f029e,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,8.414777105802313e-05,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6995691657066345,benv2_2007,496b73502b79490ea764cbdf4fab7a45,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0009765691938363,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6969903111457825,benv2_913,4b725b392e0a44e3bfc6570ab5447c71,FINISHED,913,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0009765691938363,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6893494129180908,benv2_205,625e0c78c3e5479f91a947c1b7c3050d,FINISHED,205,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0009765691938363,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6874476075172424,benv2_1829,7bd00651762940baa891ddb49413b27a,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0009765691938363,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6930367946624756,benv2_2254,f2d1b313be9b481b9340c97edb68c258,FINISHED,2254,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,32,0.0009765691938363,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.5016055703163147,kuro_siwo_2007,08ed8a5315f945e3b55d904b2e6b1031,FINISHED,2007,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,7.299895884145009e-06,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.5374215841293335,kuro_siwo_1829,4edf72cbeab04efdbdfc8abc115c2944,FINISHED,1829,690542579264677635,final_ablation_frozen_ssl4eos12_resnet50_sentinel2_all_decur,0,16,7.299895884145009e-06,UNet,ssl4eos12_resnet50_sentinel2_all_decur,10,16,default,100,HPO,0.01,100%,frozen
